"Date Printed: Sunday, January 26, 2025 9:48:28 PM"
Title: "HIV prevalence | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | 2022 | Alameda County, CA | Alpine County, CA | Amador County, CA | Butte County, CA | Calaveras County, CA | Colusa County, CA | Contra Costa County, CA | Del Norte County, CA | El Dorado County, CA | Fresno County, CA | Glenn County, CA | Humboldt County, CA | Imperial County, CA | Inyo County, CA | Kern County, CA | Kings County, CA | Lake County, CA | Lassen County, CA | Los Angeles County, CA | Madera County, CA | Marin County, CA | Mariposa County, CA | Mendocino County, CA | Merced County, CA | Modoc County, CA | Mono County, CA | Monterey County, CA | Napa County, CA | Nevada County, CA | Orange County, CA | Placer County, CA | Plumas County, CA | Riverside County, CA | Sacramento County, CA | San Benito County, CA | San Bernardino County, CA | San Diego County, CA | San Francisco County, CA | San Joaquin County, CA | San Luis Obispo County, CA | San Mateo County, CA | Santa Barbara County, CA | Santa Clara County, CA | Santa Cruz County, CA | Shasta County, CA | Sierra County, CA | Siskiyou County, CA | Solano County, CA | Sonoma County, CA | Stanislaus County, CA | Sutter County, CA | Tehama County, CA | Trinity County, CA | Tulare County, CA | Tuolumne County, CA | Ventura County, CA | Yolo County, CA | Yuba County, CA | American Indian/Alaska Native | Asian | Black/African American | Hispanic/Latino | Multiracial | Native Hawaiian/Other Pacific Islander | White | Both sexes | Ages 13 years and older | All transmission categories""
Footnote(s): Data for 2023 and 2024 are considered preliminary (subject to a 12-month reporting delay). Inclusion of preliminary data in trend assessments is discouraged. Numbers less than 12͵ and rates and percentages based on these numbers͵ should be interpreted with caution. HIV diagnoses and PrEP data for the year 2020͵ which coincided with the onset of the COVID-19 pandemic͵ should be interpreted with caution due to the impact of the pandemic on access to HIV testing͵ PrEP prescriptions͵ and care-related services. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
   Prevalence data for the year 2022 are preliminary and based on death data received by CDC as of December 2023. Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address. See Technical Notes for death reporting by jurisdiction.
   ^ Jurisdiction with incomplete reporting of deaths for most recent year.
   The 'Sex' column is used for either sex assigned at birth or gender identity.
   NA - Not applicable.



Indicator,Year,State,County,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV prevalence","2021","CA","Glenn County","Glenn County, CA","06021","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","601"
"HIV prevalence","2021","CA","Glenn County","Glenn County, CA","06021","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","196"
"HIV prevalence","2021","CA","Glenn County","Glenn County, CA","06021","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","9,570"
"HIV prevalence","2021","CA","Glenn County","Glenn County, CA","06021","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","31"
"HIV prevalence","2021","CA","Glenn County","Glenn County, CA","06021","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","12,227"
"HIV prevalence","2021","CA","Glenn County","Glenn County, CA","06021","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","340"
"HIV prevalence","2021","CA","Humboldt County","Humboldt County, CA","06023","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","5,789"
"HIV prevalence","2021","CA","Humboldt County","Humboldt County, CA","06023","Ages 13 years and older","Asian","Both sexes","All transmission categories","5","157.5","3,175"
"HIV prevalence","2021","CA","Humboldt County","Humboldt County, CA","06023","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","7","494.1","1,417"
"HIV prevalence","2021","CA","Humboldt County","Humboldt County, CA","06023","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","45","333.7","13,485"
"HIV prevalence","2021","CA","Humboldt County","Humboldt County, CA","06023","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","303"
"HIV prevalence","2021","CA","Humboldt County","Humboldt County, CA","06023","Ages 13 years and older","White","Both sexes","All transmission categories","148","168.4","87,861"
"HIV prevalence","2021","CA","Humboldt County","Humboldt County, CA","06023","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","27","550.2","4,907"
"HIV prevalence","2021","CA","Imperial County","Imperial County, CA","06025","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,132"
"HIV prevalence","2021","CA","Imperial County","Imperial County, CA","06025","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,855"
"HIV prevalence","2021","CA","Imperial County","Imperial County, CA","06025","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","8","213.8","3,742"
"HIV prevalence","2021","CA","Imperial County","Imperial County, CA","06025","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","342","283.8","120,521"
"HIV prevalence","2021","CA","Imperial County","Imperial County, CA","06025","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","0","0.0","110"
"HIV prevalence","2021","CA","Imperial County","Imperial County, CA","06025","Ages 13 years and older","White","Both sexes","All transmission categories","44","295.0","14,914"
"HIV prevalence","2021","CA","Imperial County","Imperial County, CA","06025","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","754"
"HIV prevalence","2021","CA","Inyo County","Inyo County, CA","06027","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,665"
"HIV prevalence","2021","CA","Inyo County","Inyo County, CA","06027","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","264"
"HIV prevalence","2021","CA","Inyo County","Inyo County, CA","06027","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","136"
"HIV prevalence","2021","CA","Inyo County","Inyo County, CA","06027","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","3,459"
"HIV prevalence","2021","CA","Inyo County","Inyo County, CA","06027","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","17"
"HIV prevalence","2021","CA","Inyo County","Inyo County, CA","06027","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","10,333"
"HIV prevalence","2021","CA","Inyo County","Inyo County, CA","06027","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","326"
"HIV prevalence","2021","CA","Kern County","Kern County, CA","06029","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","4","85.3","4,689"
"HIV prevalence","2021","CA","Kern County","Kern County, CA","06029","Ages 13 years and older","Asian","Both sexes","All transmission categories","25","65.5","38,166"
"HIV prevalence","2021","CA","Kern County","Kern County, CA","06029","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","266","711.1","37,409"
"HIV prevalence","2021","CA","Kern County","Kern County, CA","06029","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","1,203","308.3","390,146"
"HIV prevalence","2021","CA","Kern County","Kern County, CA","06029","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","0","0.0","938"
"HIV prevalence","2021","CA","Kern County","Kern County, CA","06029","Ages 13 years and older","White","Both sexes","All transmission categories","545","222.4","245,076"
"HIV prevalence","2021","CA","Kern County","Kern County, CA","06029","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","63","518.4","12,153"
"HIV prevalence","2021","CA","Kings County","Kings County, CA","06031","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,083"
"HIV prevalence","2021","CA","Kings County","Kings County, CA","06031","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","5,048"
"HIV prevalence","2021","CA","Kings County","Kings County, CA","06031","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","18","218.2","8,249"
"HIV prevalence","2021","CA","Kings County","Kings County, CA","06031","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","108","161.5","66,865"
"HIV prevalence","2021","CA","Kings County","Kings County, CA","06031","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","0","0.0","260"
"HIV prevalence","2021","CA","Kings County","Kings County, CA","06031","Ages 13 years and older","White","Both sexes","All transmission categories","44","111.6","39,437"
"HIV prevalence","2021","CA","Kings County","Kings County, CA","06031","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","8","352.5","2,270"
"HIV prevalence","2021","CA","Lake County","Lake County, CA","06033","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,341"
"HIV prevalence","2021","CA","Lake County","Lake County, CA","06033","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","755"
"HIV prevalence","2021","CA","Lake County","Lake County, CA","06033","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","9","914.6","984"
"HIV prevalence","2021","CA","Lake County","Lake County, CA","06033","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","26","210.8","12,337"
"HIV prevalence","2021","CA","Lake County","Lake County, CA","06033","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","0","0.0","133"
"HIV prevalence","2021","CA","Lake County","Lake County, CA","06033","Ages 13 years and older","White","Both sexes","All transmission categories","91","223.8","40,657"
"HIV prevalence","2021","CA","Lake County","Lake County, CA","06033","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","9","519.7","1,732"
"HIV prevalence","2021","CA","Lassen County","Lassen County, CA","06035","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","741"
"HIV prevalence","2021","CA","Lassen County","Lassen County, CA","06035","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","392"
"HIV prevalence","2021","CA","Lassen County","Lassen County, CA","06035","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","2,497"
"HIV prevalence","2021","CA","Lassen County","Lassen County, CA","06035","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","5,671"
"HIV prevalence","2021","CA","Lassen County","Lassen County, CA","06035","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","190"
"HIV prevalence","2021","CA","Lassen County","Lassen County, CA","06035","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","17,671"
"HIV prevalence","2021","CA","Lassen County","Lassen County, CA","06035","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","644"
"HIV prevalence","2021","CA","Los Angeles County","Los Angeles County, CA","06037","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","44","269.7","16,317"
"HIV prevalence","2021","CA","Los Angeles County","Los Angeles County, CA","06037","Ages 13 years and older","Asian","Both sexes","All transmission categories","1,819","140.2","1,297,330"
"HIV prevalence","2021","CA","Los Angeles County","Los Angeles County, CA","06037","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","9,357","1371.9","682,023"
"HIV prevalence","2021","CA","Los Angeles County","Los Angeles County, CA","06037","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","24,237","612.1","3,959,504"
"HIV prevalence","2021","CA","Los Angeles County","Los Angeles County, CA","06037","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","44","232.1","18,955"
"HIV prevalence","2021","CA","Los Angeles County","Los Angeles County, CA","06037","Ages 13 years and older","White","Both sexes","All transmission categories","12,034","535.5","2,247,262"
"HIV prevalence","2021","CA","Los Angeles County","Los Angeles County, CA","06037","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","2,931","1817.2","161,293"
"HIV prevalence","2021","CA","Madera County","Madera County, CA","06039","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,447"
"HIV prevalence","2021","CA","Madera County","Madera County, CA","06039","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","3,007"
"HIV prevalence","2021","CA","Madera County","Madera County, CA","06039","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","33","783.6","4,211"
"HIV prevalence","2021","CA","Madera County","Madera County, CA","06039","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","127","174.0","72,990"
"HIV prevalence","2021","CA","Madera County","Madera County, CA","06039","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","128"
"HIV prevalence","2021","CA","Madera County","Madera County, CA","06039","Ages 13 years and older","White","Both sexes","All transmission categories","65","144.9","44,854"
"HIV prevalence","2021","CA","Madera County","Madera County, CA","06039","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","5","259.0","1,930"
"HIV prevalence","2021","CA","Marin County","Marin County, CA","06041","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","444"
"HIV prevalence","2021","CA","Marin County","Marin County, CA","06041","Ages 13 years and older","Asian","Both sexes","All transmission categories","19","124.8","15,219"
"HIV prevalence","2021","CA","Marin County","Marin County, CA","06041","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","107","1998.4","5,354"
"HIV prevalence","2021","CA","Marin County","Marin County, CA","06041","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","220","653.6","33,660"
"HIV prevalence","2021","CA","Marin County","Marin County, CA","06041","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","349"
